Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Start Date,End Date,Time,Location,Instructor,Total,Seats Remaining,Has WL,Units,
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","20398","Communication Studies (COMM) Open Sections"," 261","004","Views on the News","DIS","P R","","T","","","","","","01/03/2018","04/17/2018","5-6PM","B134 MLB","","  18","  18","N","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","11232","Communication Studies (COMM) Open Sections"," 261","001","Views on the News","LEC","A R","M","","W","","","","","01/03/2018","04/17/2018","4-530PM","2306 MH","Kim"," "," "," ","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","25402","Communication Studies (COMM) Open Sections"," 271","002","Comm Revolutions","DIS","P R","","","W","","","","","01/03/2018","04/17/2018","9-10AM","1245 NQ","","  18","  18","N","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","23189","Communication Studies (COMM) Open Sections"," 271","003","Comm Revolutions","DIS","P R","","","W","","","","","01/03/2018","04/17/2018","4-5PM","1245 NQ","","  18","  18","N","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","27100","Communication Studies (COMM) Open Sections"," 271","004","Comm Revolutions","DIS","P R","","","W","","","","","01/03/2018","04/17/2018","5-6PM","1245 NQ","","  18","  18","N","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","23188","Communication Studies (COMM) Open Sections"," 271","001","Comm Revolutions","LEC","A R","","T","","TH","","","","01/03/2018","04/17/2018","1130-1PM","1449 MH","Vaillant"," "," "," ","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","21725","Communication Studies (COMM) Open Sections"," 281","002","Media Psychology","DIS","P R","","","","","F","","","01/03/2018","04/17/2018","11-12PM","2011 MLB","","  25","  25","Y","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","21726","Communication Studies (COMM) Open Sections"," 281","003","Media Psychology","DIS","P R","","","","","F","","","01/03/2018","04/17/2018","12-1PM","2011 MLB","","  25","  25","Y","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","21727","Communication Studies (COMM) Open Sections"," 281","004","Media Psychology","DIS","P R","","","","","F","","","01/03/2018","04/17/2018","2-3PM","1245 NQ","","  25","  25","Y","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","21724","Communication Studies (COMM) Open Sections"," 281","001","Media Psychology","LEC","A R","","T","","TH","","","","01/03/2018","04/17/2018","230-4PM","1300 CHEM","Dal Cin"," "," "," ","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","27115","Communication Studies (COMM) Open Sections"," 305","002","Survey Media Topics","DIS","P  ","","T","","","","","","01/03/2018","04/17/2018","9-10AM","1245 NQ","","  18","  18","N","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","27116","Communication Studies (COMM) Open Sections"," 305","003","Survey Media Topics","DIS","P  ","","T","","","","","","01/03/2018","04/17/2018","4-5PM","1245 NQ","","  18","  18","N","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","27117","Communication Studies (COMM) Open Sections"," 305","004","Survey Media Topics","DIS","P  ","","T","","","","","","01/03/2018","04/17/2018","5-6PM","1245 NQ","","  18","  18","N","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","27114","Communication Studies (COMM) Open Sections"," 305","001","Survey Media Topics","LEC","A  ","M","","W","","","","","01/03/2018","04/17/2018","1130-1PM","3254 LSA","Moshin"," "," "," ","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30945","Communication Studies (COMM) Open Sections"," 312","002","TV in Digital Age","DIS","P  ","","","","","F","","","01/03/2018","04/17/2018","9-10AM","2011 MLB","","  25","  25","Y","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30946","Communication Studies (COMM) Open Sections"," 312","003","TV in Digital Age","DIS","P  ","","","","","F","","","01/03/2018","04/17/2018","10-11AM","1185 NQ","","  25","  25","Y","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30947","Communication Studies (COMM) Open Sections"," 312","004","TV in Digital Age","DIS","P  ","","","","","F","","","01/03/2018","04/17/2018","12-1PM","1185 NQ","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30944","Communication Studies (COMM) Open Sections"," 312","001","TV in Digital Age","LEC","A  ","","T","","TH","","","","01/03/2018","04/17/2018","1130-1PM","LEC RM 1 MLB","Sender"," "," "," ","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","29371","Communication Studies (COMM) Open Sections"," 317","001","Dsgn Persuasive Comm","LEC","P  ","","","","TH","","","","01/03/2018","04/17/2018","4-7PM","1401 MH","Angell","  25","  25","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","32479","Communication Studies (COMM) Open Sections"," 321","022","Internship","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Sparr","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30777","Communication Studies (COMM) Open Sections"," 328","002","Media & Democracy","DIS","P  ","","","","","F","","","01/03/2018","04/17/2018","10-11AM","LEC RM 2 MLB","","  25","  25","Y","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30778","Communication Studies (COMM) Open Sections"," 328","003","Media & Democracy","DIS","P  ","","","","","F","","","01/03/2018","04/17/2018","2-3PM","2011 MLB","","  25","  25","Y","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30779","Communication Studies (COMM) Open Sections"," 328","004","Media & Democracy","DIS","P  ","","","","","F","","","01/03/2018","04/17/2018","3-4PM","2011 MLB","","  25","  25","Y","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30776","Communication Studies (COMM) Open Sections"," 328","001","Media & Democracy","LEC","A  ","","T","","TH","","","","01/03/2018","04/17/2018","1-230PM","LEC RM 2 MLB","Soroka"," "," "," ","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","31192","Communication Studies (COMM) Open Sections"," 375","002","Sports,Media&Culture","DIS","P R","","T","","","","","","01/03/2018","04/17/2018","11-12PM","2135 NQ","","  20","  20","Y","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","31193","Communication Studies (COMM) Open Sections"," 375","003","Sports,Media&Culture","DIS","P R","","T","","","","","","01/03/2018","04/17/2018","10-11AM","3356 MH","","  15","  15","N","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","31194","Communication Studies (COMM) Open Sections"," 375","004","Sports,Media&Culture","DIS","P R","","T","","","","","","01/03/2018","04/17/2018","4-5PM","2135 NQ","","  15","  15","N","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","31195","Communication Studies (COMM) Open Sections"," 375","005","Sports,Media&Culture","DIS","P R","","T","","","","","","01/03/2018","04/17/2018","5-6PM","B124 MLB","","  15","  15","N","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","31389","Communication Studies (COMM) Open Sections"," 375","006","Sports,Media&Culture","DIS","P R","","","W","","","","","01/03/2018","04/17/2018","4-5PM","B124 MLB","","  15","  15","N","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","31390","Communication Studies (COMM) Open Sections"," 375","007","Sports,Media&Culture","DIS","P R","","","W","","","","","01/03/2018","04/17/2018","5-6PM","2412 MLB","","  15","  15","N","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","31106","Communication Studies (COMM) Open Sections"," 375","001","Sports,Media&Culture","LEC","A R","","T","","TH","","","","01/03/2018","04/17/2018","830-10AM","B1580 BUS","Draper"," "," "," ","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30729","Communication Studies (COMM) Open Sections"," 380","002","Persuasion&Campaigns","DIS","P R","M","","","","","","","01/03/2018","04/17/2018","12-1PM","3310 MLB","","  20","  20","Y","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30730","Communication Studies (COMM) Open Sections"," 380","003","Persuasion&Campaigns","DIS","P R","M","","","","","","","01/03/2018","04/17/2018","2-3PM","4128 LSA","","  20","  20","Y","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30731","Communication Studies (COMM) Open Sections"," 380","004","Persuasion&Campaigns","DIS","P R","M","","","","","","","01/03/2018","04/17/2018","4-5PM","1245 NQ","","  20","  20","Y","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30732","Communication Studies (COMM) Open Sections"," 380","005","Persuasion&Campaigns","DIS","P R","M","","","","","","","01/03/2018","04/17/2018","5-6PM","1245 NQ","","  20","  20","Y","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30728","Communication Studies (COMM) Open Sections"," 380","001","Persuasion&Campaigns","LEC","A R","","T","","TH","","","","01/03/2018","04/17/2018","10-1130AM","1230 USB","Hart"," "," "," ","4.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30723","Communication Studies (COMM) Open Sections"," 404","001","Media & Comm Topics","LEC","P R","","T","","TH","","","","01/03/2018","04/17/2018","4-530PM","2271 AH","Draper","  25","  25","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30724","Communication Studies (COMM) Open Sections"," 404","002","Media & Comm Topics","LEC","P R","M","","W","","","","","01/03/2018","04/17/2018","1-230PM","1245 NQ","Cote","  25","  25","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","27105","Communication Studies (COMM) Open Sections"," 404","003","Media & Comm Topics","LEC","P R","M","","W","","","","","01/03/2018","04/17/2018","4-530PM","2114 MLB","Cote","  25","  25","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","27125","Communication Studies (COMM) Open Sections"," 405","001","Sem Media & Comm","SEM","P R","M","","W","","","","","01/03/2018","04/17/2018","230-4PM","1245 NQ","Merid","  20","  20","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","20801","Communication Studies (COMM) Open Sections"," 408","001","Media Effects Topics","LEC","P R","M","","W","","","","","01/03/2018","04/17/2018","230-4PM","3242 LSA","Hasell","  25","  25","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30725","Communication Studies (COMM) Open Sections"," 408","002","Media Effects Topics","REC","P R","","T","","TH","","","","01/03/2018","04/17/2018","10-1130AM","2022 STB","Kim","  25","  25","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30726","Communication Studies (COMM) Open Sections"," 409","001","Sem Media Effects","SEM","P R","","T","","TH","","","","01/03/2018","04/17/2018","4-530PM","1110 NQ","Kim","  18","  18","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30727","Communication Studies (COMM) Open Sections"," 410","001","Internet & Pol Comm","REC","P R","M","","W","","","","","01/03/2018","04/17/2018","10-1130AM","ARR","Weeks","  25","  25","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30991","Communication Studies (COMM) Open Sections"," 417","001","Market Social Change","REC","P R","","T","","TH","","","","01/03/2018","04/17/2018","1-230PM","1110 NQ","Hart","  25","  25","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","20800","Communication Studies (COMM) Open Sections"," 425","001","Internet, Soc&Law","SEM","P R","M","","W","","","","","01/03/2018","04/17/2018","1-230PM","1110 NQ","Sparr","  25","  25","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","27127","Communication Studies (COMM) Open Sections"," 428","001","Gender, Media & Law","REC","P R","M","","W","","","","","01/03/2018","04/17/2018","10-1130AM","1110 NQ","Sparr","  25","  25","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","19264","Communication Studies (COMM) Open Sections"," 431","001","Supreme Court News","SEM","P R","M","","W","","","","","01/03/2018","04/17/2018","1130-1PM","1110 NQ","Collings","  15","  15","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","19266","Communication Studies (COMM) Open Sections"," 432","001","ForeignNews Coverage","SEM","P R","","T","","TH","","","","01/03/2018","04/17/2018","1130-1PM","1110 NQ","Collings","  15","  15","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","11233","Communication Studies (COMM) Open Sections"," 439","001","Sem Journlism Perf","SEM","P R","M","","W","","","","","01/03/2018","04/17/2018","1130-1PM","2011 MLB","Potter","  25","  25","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","16326","Communication Studies (COMM) Open Sections"," 439","002","Sem Journlism Perf","SEM","P R","M","","W","","","","","01/03/2018","04/17/2018","230-4PM","2011 MLB","Potter","  25","  25","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","25516","Communication Studies (COMM) Open Sections"," 461","001","Visuality New Media","SEM","P R","M","","W","","","","","01/03/2018","04/17/2018","230-4PM","1110 NQ","Ankerson","  18","  18","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30990","Communication Studies (COMM) Open Sections"," 462","001","Political Emotion","SEM","P R","","T","","TH","","","","01/03/2018","04/17/2018","10-1130AM","1245 NQ","Soroka","  18","  18","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","27129","Communication Studies (COMM) Open Sections"," 467","001","Politics & Science","SEM","P R","M","","W","","","","","01/03/2018","04/17/2018","4-530PM","2175 NQ","Pasek","  18","  18","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30741","Communication Studies (COMM) Open Sections"," 469","001","Play & Technology","SEM","P R","","T","","TH","","","","01/03/2018","04/17/2018","1130-1PM","1245 NQ","Sandvig","  18","  18","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","28389","Communication Studies (COMM) Open Sections"," 470","001","Minority Self-Rep","SEM","P R","","T","","TH","","","","01/03/2018","04/17/2018","230-4PM","1110 NQ","Iftkhar","  18","  18","Y","3.00",
"Winter 2018","Regular Academic Session","Literature, Science & the Arts","30740","Communication Studies (COMM) Open Sections"," 477","001","Media Celebrity Cult","SEM","P R","","T","","TH","","","","01/03/2018","04/17/2018","10-1130AM","1110 NQ","Douglas","  18","  18","Y","3.00",
